Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total
2022,3,Buenos Aires,29985,27709,290315,297915,267044,124190,3618689,65821.0,4721668
2022,3,Capital Federal,517000,5742,34371,67829,51946,28692,1253105,105477.0,2064162
2022,3,Catamarca,71000,384000,3107,5389,5099,3737,50298,2208.0,524838
2022,3,Chaco,461000,987000,16782,18938,8048,15828,79390,3711.0,1590697
2022,3,Chubut,109000,1444,45707,30940,34682,15309,17563,20024.0,274669
2022,3,Córdoba,99000,11312,153324,111615,70989,27112,650344,13873.0,1137569
2022,3,Corrientes,67000,3865,23427,23948,7776,21706,56950,7107.0,211779
2022,3,Entre Ríos,107000,5549,47210,46855,18263,32021,102195,16759.0,375852
2022,3,Formosa,97000,307000,23538,19545,6194,564000,17704,589000.0,1623981
2022,3,Jujuy,58000,1879,19135,15254,36083,519000,45895,0.0,695246
