Provincia,Trimestre,Año,Entre 6 Mbps y 10 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Más de 30 Mbps,Total,Porcent_Altas_vel
Córdoba,1,2022,126009,73967,34892,577027,1103703,73.56100327714974
Córdoba,2,2022,120485,71923,28645,619400,1125336,74.68462752457933
Córdoba,3,2022,111615,70989,27112,650344,1137569,75.60508417511377
Capital Federal,3,2019,120924,138011,258591,655108,1914338,61.2553269067427
Buenos Aires,1,2019,202511,576428,576859,705769,3732709,55.22978083745612
Capital Federal,4,2019,110218,110852,205810,753805,1679783,70.2879479075571
Capital Federal,1,2020,102254,89665,85899,906009,1929478,61.354780930386354
Capital Federal,2,2020,94585,79858,80160,935481,2619558,45.43071770123051
Capital Federal,3,2020,85083,68753,78028,977766,2194852,55.112144235693336
Buenos Aires,2,2019,217785,438663,502275,985767,3870807,55.401625552501066
Capital Federal,4,2020,78123,60208,80269,1000073,2025883,60.15515209910938
Capital Federal,1,2021,76753,56457,83255,1003041,1884168,64.72384628122333
Capital Federal,2,2021,73568,43859,86655,1037752,2362392,52.56680517035276
Capital Federal,3,2021,67013,39785,73502,1075229,2310507,54.33997819526191
Capital Federal,4,2021,81899,66135,66755,1147939,1974556,69.01440121222188
Capital Federal,1,2022,77390,61053,43289,1188072,1944014,70.46266127713072
Capital Federal,2,2022,72434,55372,31571,1229254,2053254,67.63074612298333
Buenos Aires,3,2019,222812,260505,483572,1246209,3971682,55.72193342770141
Capital Federal,3,2022,67829,51946,28692,1253105,2064162,67.90029077175144
Buenos Aires,4,2019,262297,247106,452570,1465133,3686254,65.84207165322844
Buenos Aires,1,2020,236421,247977,205780,1802583,3718747,67.03228264789189
Buenos Aires,2,2020,241336,233132,188995,1894466,3777546,67.71403974961522
Buenos Aires,3,2020,234710,219772,194248,2085815,3937277,69.45269535265109
Buenos Aires,4,2020,242243,214171,213588,2176242,4033261,70.569298639488
Buenos Aires,1,2021,240520,163747,222061,2246313,4060002,70.7546695789805
Buenos Aires,2,2021,244001,140322,236897,2337604,4132351,71.60146851029837
Buenos Aires,3,2021,248153,141383,192797,2482266,4251609,72.080922775354
Buenos Aires,4,2021,331292,297296,196021,3259793,4509157,90.58016831083948
Buenos Aires,1,2022,321756,290127,161183,3381049,4555424,91.19052364829268
Buenos Aires,2,2022,307554,273954,129869,3535757,4667183,90.99994579171205
Buenos Aires,3,2022,297915,267044,124190,3618689,4721668,91.23551253497705
